Name,Origin_Season,Origin_League,Origin_Team,Pre_PL_G_A,Pre_PL_npxG,Pre_PL_xA,PL_Debut_Season,PL_Team,PL_Performance,Season_Control
N'Golo Kanté,1415,FRA-Ligue 1,Caen,0.19780219780219782,0.045053761060608426,0.07051169346825015,1516.0,Leicester,0.14945200929923613,2014
Nabil Bentaleb,1819,GER-Bundesliga,Schalke 04,0.15033407572383073,0.05167391805086112,0.06878172911087545,1920.0,Newcastle United,0.0,2018
Naby Keita,1718,GER-Bundesliga,RasenBallsport Leipzig,0.5025380710659898,0.15172897226314255,0.19023991222044234,1819.0,Liverpool,0.19189765458422176,2017
Naif Aguerd,2021,FRA-Ligue 1,Rennes,0.11435832274459976,0.09410410423335897,0.02012900946593194,2223.0,West Ham,0.11249999999999999,2020
Nampalys Mendy,1516,FRA-Ligue 1,Nice,0.07955215085444903,0.003597845919386352,0.008881533750029402,1617.0,Leicester,0.0,2015
Nampalys Mendy,1718,FRA-Ligue 1,Nice,0.09307135470527406,0.00218070839313094,0.004862215131089752,1819.0,Leicester,0.0,2017
Naouirou Ahamada,2223,GER-Bundesliga,VfB Stuttgart,0.25245441795231416,0.03874530896889294,0.06994907438577391,2324.0,Crystal Palace,0.0,2022
Neal Maupay,1516,FRA-Ligue 1,Saint-Etienne,0.5283757338551859,0.1614947472890354,0.2286002834358502,1920.0,Brighton,0.4205607476635514,2015
Neto,2021,ESP-La Liga,Barcelona,0.0,0.0,0.0,2223.0,Bournemouth,0.0,2020
Nicolas Jackson,2223,ESP-La Liga,Villarreal,0.8905380333951763,0.476597675600941,0.2305967904323218,2324.0,Chelsea,0.6068133427963095,2022
Nicolas Pepe,1819,FRA-Ligue 1,Lille,0.8910891089108911,0.3680846572817579,0.28024346581941034,1920.0,Arsenal,0.44532409698169223,2018
Nicolo Zaniolo,2223,ITA-Serie A,Roma,0.09933774834437087,0.40060083468179436,0.0889690617555814,2324.0,Aston Villa,0.21951219512195122,2022
Nicolás Domínguez,2223,ITA-Serie A,Bologna,0.19421665947345707,0.0820261986992922,0.1347121923846781,2324.0,Nottingham Forest,0.23331173039533376,2022
Nicolás Otamendi,1415,ESP-La Liga,Valencia,0.17408123791102514,0.09027525391681858,0.002356447780241817,1516.0,Manchester City,0.03367003367003367,2014
Nolito,1516,ESP-La Liga,Celta Vigo,0.6914678528103518,0.2621037943843787,0.26880158862386017,1617.0,Manchester City,0.6870229007633588,2015
Nordin Amrabat,1415,ESP-La Liga,Malaga,0.4418262150220913,0.18014056830281538,0.1843073045003704,1516.0,Watford,0.0,2014
Nordin Amrabat,1516,ESP-La Liga,Malaga,0.08832188420019627,0.11708520617888064,0.22814273326068213,1617.0,Watford,0.12735849056603774,2015
Nuno Tavares,2223,FRA-Ligue 1,Marseille,0.22988505747126436,0.17069677715243278,0.12078844695940784,2324.0,Nottingham Forest,0.0,2022
Nyom,1415,ESP-La Liga,Granada,0.030100334448160536,0.021623831099042527,0.052864486722269385,1516.0,Watford,0.03624647603705195,2014
Nélson Semedo,1920,ESP-La Liga,Barcelona,0.12875536480686695,0.02895627434609274,0.09711853720151815,2021.0,Wolverhampton Wanderers,0.06012024048096193,2019
Odsonne Edouard,1617,FRA-Ligue 1,Toulouse,0.1624548736462094,0.25493487507266255,0.031767578842622705,2223.0,Crystal Palace,0.34634414513468936,2016
Okay Yokuslu,1920,ESP-La Liga,Celta Vigo,0.09027081243731194,0.018613642981180636,0.052805140104477365,2021.0,West Bromwich Albion,0.0677710843373494,2019
Ola Aina,1920,ITA-Serie A,Torino,0.08678881388621022,0.01757850178958365,0.09798935714663658,2021.0,Fulham,0.10063361908311592,2019
Ola Aina,2223,ITA-Serie A,Torino,0.20761245674740486,0.08467085156783101,0.2153964527595827,2324.0,Nottingham Forest,0.10404624277456648,2022
Ola Toivonen,1415,FRA-Ligue 1,Rennes,0.29850746268656714,0.3067505857976737,0.10097885796272042,1516.0,Sunderland,0.2694610778443114,2014
Oliver Burke,1617,GER-Bundesliga,RasenBallsport Leipzig,0.4545454545454546,0.3623600033196536,0.2373813798255993,1718.0,West Bromwich Albion,0.5357142857142857,2016
Oliver Burke,1920,ESP-La Liga,Alaves,0.12875536480686695,0.1701762170287033,0.08429212635582864,2021.0,Sheffield United,0.14150943396226415,2019
Ondrej Duda,1819,GER-Bundesliga,Hertha Berlin,0.555984555984556,0.23445022532637283,0.20800636198846298,1920.0,Norwich,0.0,2018
Orel Mangala,2021,GER-Bundesliga,VfB Stuttgart,0.17061611374407584,0.049494454566548225,0.07426559816057225,2223.0,Nottingham Forest,0.11385199240986718,2020
Orestis Karnezis,1617,ITA-Serie A,Udinese,0.0,0.0,0.0009448540971634226,1718.0,Watford,0.0,2016
Oriol Romeu,1415,GER-Bundesliga,VfB Stuttgart,0.0,0.019708517933839806,0.007456272100654814,1516.0,Southampton,0.05632040050062578,2014
Ozan Kabak,1920,GER-Bundesliga,Schalke 04,0.20350480497456191,0.08566784593732076,0.015436195894241873,2021.0,Liverpool,0.0,2019
Pablo Fornals,1819,ESP-La Liga,Villarreal,0.18101367658889783,0.1417884220648632,0.19569099748886262,1920.0,West Ham,0.28767123287671237,2018
Pablo Hernández,1718,ESP-La Liga,Celta Vigo,0.24848150193263388,0.07296481525113015,0.0872320263306618,2021.0,Leeds,0.4466501240694789,2017
Pablo Sarabia,2021,FRA-Ligue 1,Paris Saint Germain,0.6917755572636434,0.44598914316349264,0.4309055129557184,2223.0,Wolverhampton Wanderers,0.11421319796954314,2020
Pape Sarr,2021,FRA-Ligue 1,Metz,0.17002518891687657,0.04490284327774189,0.023196196648050612,2223.0,Tottenham,0.44999999999999996,2020
Pape Souaré,1415,FRA-Ligue 1,Lille,0.0,0.005187269393549079,0.023742807107454546,1516.0,Crystal Palace,0.02983095790520384,2014
Papy Djilobodji,1516,GER-Bundesliga,Werder Bremen,0.21428571428571427,0.16979359289897342,0.061384365295193026,1617.0,Sunderland,0.0,2015
Pascal Groß,1617,GER-Bundesliga,Ingolstadt,0.29626920263350404,0.1120159607421506,0.2537136681135349,1718.0,Brighton,0.45317220543806647,2016
Patrick Cutrone,1819,ITA-Serie A,AC Milan,0.31960227272727276,0.21033264953240924,0.11263661756608849,1920.0,Wolverhampton Wanderers,0.6185567010309279,2018
Patrick Cutrone,1920,ITA-Serie A,Fiorentina,0.5415162454873647,0.4677277588241798,0.15866763667886008,2021.0,Wolverhampton Wanderers,0.0,2019
Patrick Roberts,1819,ESP-La Liga,Girona,0.0,0.13307455139699534,0.057654074805904114,1920.0,Norwich,0.0,2018
Pau Torres,2223,ESP-La Liga,Villarreal,0.029459901800327332,0.06241224370226142,0.0334554412897597,2324.0,Aston Villa,0.0729631130928253,2022
Paul Pogba,1516,ITA-Serie A,Juventus,0.5966191581040768,0.21838765217866135,0.21181699693607975,1617.0,Manchester United,0.3108211818879509,2015
Pedro,1415,ESP-La Liga,Barcelona,0.7091267235718977,0.46129551777910893,0.38020144047329324,1516.0,Chelsea,0.39301310043668125,2014
Pedro Obiang,1415,ITA-Serie A,Sampdoria,0.12987012987012986,0.12766595497461303,0.08724551324357653,1516.0,West Ham,0.08419083255378858,2014
Pedro Porro,1920,ESP-La Liga,Real Valladolid,0.0,0.0018124596283308552,0.01860444040309061,2223.0,Tottenham,0.4679376083188908,2019
Philippe Coutinho,2021,ESP-La Liga,Barcelona,0.5397301349325337,0.5788570796062742,0.09172825435961204,2223.0,Aston Villa,0.12,2020
Pierre-Emerick Aubameyang,1617,GER-Bundesliga,Borussia Dortmund,1.066427289048474,0.9085278359761788,0.1454723231641566,1718.0,Arsenal,1.1931818181818183,2016
Pierre-Emerick Aubameyang,1718,GER-Bundesliga,Borussia Dortmund,1.0133708655876144,0.8627988850562862,0.16202206726669005,1819.0,Arsenal,0.8868613138686132,2017
Pierre-Emile Højbjerg,1516,GER-Bundesliga,Schalke 04,0.07075471698113207,0.08156866803853158,0.017357037516908265,1617.0,Southampton,0.0,2015
Pontus Jansson,1516,ITA-Serie A,Torino,0.14634146341463417,0.0487976346800967,0.006598697566404571,2223.0,Brentford,0.12430939226519337,2015
Rachid Ghezzal,1718,FRA-Ligue 1,Monaco,0.45454545454545453,0.2140870007093657,0.2617142612791874,1819.0,Leicester,0.12311901504787963,2017
Ragnar Klavan,1516,GER-Bundesliga,Augsburg,0.0,0.021278935417420642,0.01342553563167384,1617.0,Liverpool,0.0,2015
Ralf Fährmann,1819,GER-Bundesliga,Schalke 04,0.0,0.0,0.0,1920.0,Norwich,0.0,2018
Raphael Varane,2021,ESP-La Liga,Real Madrid,0.06622516556291391,0.09033231329888303,0.005641596727936669,2223.0,Manchester United,0.0,2020
Raphinha,1920,FRA-Ligue 1,Rennes,0.42303172737955347,0.24272704219005642,0.25056870121806507,2021.0,Leeds,0.5698607007176023,2019
Rasmus Højlund,2223,ITA-Serie A,Atalanta,0.5362946912242686,0.5015571605321322,0.09266282506448541,2324.0,Manchester United,0.48868778280542985,2022
Rayan Ait Nouri,1920,FRA-Ligue 1,Angers,0.13921113689095127,0.016549517705241375,0.044640423470714806,2021.0,Wolverhampton Wanderers,0.1272984441301273,2019
Raúl Jiménez,1415,ESP-La Liga,Atletico Madrid,0.48387096774193544,0.44164468233864146,0.3392082176381542,1819.0,Wolverhampton Wanderers,0.5727012408526885,2014
Reiss Nelson,1819,GER-Bundesliga,Hoffenheim,1.0310965630114566,0.474730435417395,0.12279081452522067,1920.0,Arsenal,0.14492753623188406,2018
Remo Freuler,2021,ITA-Serie A,Atalanta,0.16507703595011006,0.06638662487826012,0.13052671730944715,2223.0,Nottingham Forest,0.0,2020
Renan Lodi,2021,ESP-La Liga,Atletico Madrid,0.24324324324324323,0.05851713245784914,0.15258767923994643,2223.0,Nottingham Forest,0.04025044722719141,2020
Renato Sanches,1617,GER-Bundesliga,Bayern Munich,0.0,0.03716114614195272,0.01826113205196802,1718.0,Swansea,0.0,2016
Ricardo Pereira,1617,FRA-Ligue 1,Nice,0.26226323457989315,0.06549396673819,0.15028763833831618,1819.0,Leicester,0.23010546500479387,2016
Roberto Firmino,1415,GER-Bundesliga,Hoffenheim,0.5237932214994865,0.2810648824631892,0.27729805408747726,1516.0,Liverpool,0.7630922693266833,2014
Roberto Jiménez,1718,ESP-La Liga,Malaga,0.0,0.002022008904639412,0.0011322441072586676,1920.0,West Ham,0.0,2017
Roberto Pereyra,1516,ITA-Serie A,Juventus,0.11264080100125155,0.06912433604088533,0.26096482187724007,1617.0,Watford,0.3448275862068966,2015
Robin Koch,1920,GER-Bundesliga,Freiburg,0.03323485967503693,0.139568294835259,0.0427821980159251,2021.0,Leeds,0.0,2019
Robin Olsen,1920,ITA-Serie A,Cagliari,0.0,0.0,0.0,2021.0,Everton,0.0,2019
Rodri,1819,ESP-La Liga,Atletico Madrid,0.1309090909090909,0.09181762338361957,0.04832843204790895,1920.0,Manchester City,0.18086816720257234,2018
Rodrigo,1920,ESP-La Liga,Valencia,0.5177824267782427,0.3403709795536419,0.2729509578857992,2021.0,Leeds,0.6303501945525292,2019
Rodrigo Bentancur,2021,ITA-Serie A,Juventus,0.15384615384615385,0.02268692274362995,0.10301956992882949,2223.0,Tottenham,0.4155672823218997,2020
Romain Faivre,2223,FRA-Ligue 1,Lorient,0.5263157894736842,0.16992099141996156,0.1588467917029272,2324.0,Bournemouth,0.0,2022
Romain Perraud,2021,FRA-Ligue 1,Brest,0.2866242038216561,0.07776569502701046,0.08966430207228016,2223.0,Southampton,0.19543973941368079,2020
Romain Saiss,1516,FRA-Ligue 1,Angers,0.11556982343499196,0.07115897177202839,0.03493884875234306,1819.0,Wolverhampton Wanderers,0.1588702559576346,2015
Ron-Robert Zieler,1516,GER-Bundesliga,Hannover 96,0.0,0.0,0.0,1617.0,Leicester,0.0,2015
Roque Mesa,1617,ESP-La Liga,Las Palmas,0.08884501480750247,0.029200059908781446,0.06010198554709951,1718.0,Swansea,0.0,2016
Ross Barkley,2223,FRA-Ligue 1,Nice,0.5934065934065934,0.4550794312771369,0.24903501527240643,2324.0,Luton,0.3083365055196041,2022
Ryan Babel,1617,ESP-La Liga,Deportivo La Coruna,0.8122743682310469,0.1992647291668808,0.037790708250571244,1819.0,Fulham,0.5642633228840126,2016
Ryan Gravenberch,2223,GER-Bundesliga,Bayern Munich,0.0,0.13239224234585292,0.06223273539537496,2324.0,Liverpool,0.08064516129032258,2022
Ryan Sessegnon,2021,GER-Bundesliga,Hoffenheim,0.2871729419272495,0.044995808347479585,0.09167552585092485,2223.0,Tottenham,0.2222222222222222,2020
Rúnar Alex Rúnarsson,1920,FRA-Ligue 1,Dijon,0.0,0.0,0.0,2021.0,Arsenal,0.0,2019
Samir Nasri,1617,ESP-La Liga,Sevilla,0.24350649350649348,0.13910568893778247,0.19313546998256984,1819.0,West Ham,0.7377049180327868,2016
Sandro Ramírez,1617,ESP-La Liga,Malaga,0.6591986212839294,0.242527087842215,0.11627051951616477,1718.0,Everton,0.0,2016
Sandro Tonali,2223,ITA-Serie A,AC Milan,0.2977941176470588,0.07758753023945783,0.2230082354919218,2324.0,Newcastle United,0.20642201834862386,2022
Santiago Bueno,2223,ESP-La Liga,Girona,0.02983095790520384,0.023289666633668975,0.029014985479616957,2324.0,Wolverhampton Wanderers,0.0,2022
Sasa Kalajdzic,2021,GER-Bundesliga,VfB Stuttgart,0.880708294501398,0.47131500222511025,0.13574703928961557,2223.0,Wolverhampton Wanderers,0.0,2020
Sasa Lukic,2021,ITA-Serie A,Torino,0.1275992438563327,0.08288995288875804,0.053843873912127006,2223.0,Fulham,0.0,2020
Sasa Lukic,2223,ITA-Serie A,Torino,0.1507537688442211,0.08970948844099763,0.10095774233528416,2324.0,Fulham,0.08130081300813008,2022
Sead Kolasinac,1617,GER-Bundesliga,Schalke 04,0.3474903474903475,0.1046629945979486,0.12349299577686892,1718.0,Arsenal,0.25069637883008355,2016
Sebastian Prödl,1415,GER-Bundesliga,Werder Bremen,0.2067777139574957,0.11622291571839934,0.05926436259443906,1516.0,Watford,0.10146561443066515,2014
Serge Aurier,1617,FRA-Ligue 1,Paris Saint Germain,0.14754098360655737,0.17135050443962951,0.15239552409983562,1718.0,Tottenham,0.25139664804469275,2016
Sergio Gómez,2021,ESP-La Liga,SD Huesca,0.12195121951219513,0.08941586708604564,0.10894962041298065,2223.0,Manchester City,0.27607361963190186,2020
Sergio Reguilón,1920,ESP-La Liga,Sevilla,0.2151394422310757,0.08820638672051677,0.14684525422336334,2021.0,Tottenham,0.1195748449955713,2019
Sergio Rico,1718,ESP-La Liga,Sevilla,0.0,0.0,0.0,1819.0,Fulham,0.0,2017
Sergio Romero,1415,ITA-Serie A,Sampdoria,0.0,0.0,0.0,1516.0,Manchester United,0.0,2014
Seydou Doumbia,1415,ITA-Serie A,Roma,0.3339517625231911,0.14769112034692172,0.019163839131980734,1516.0,Newcastle United,0.0,2014
Shinji Okazaki,1415,GER-Bundesliga,Mainz 05,0.48439181916038754,0.3175254497352278,0.10571026985119504,1516.0,Leicester,0.21377672209026127,2014
Shkodran Mustafi,1516,ESP-La Liga,Valencia,0.06711409395973154,0.05160039222030432,0.04013527528501597,1617.0,Arsenal,0.158311345646438,2015
Simone Zaza,1516,ITA-Serie A,Juventus,0.6998444790046656,0.3424540612829232,0.046251154248349205,1617.0,West Ham,0.0,2015
Sofiane Boufal,1516,FRA-Ligue 1,Lille,0.5742237345810293,0.12651871339988827,0.3189187098384816,1617.0,Southampton,0.08256880733944955,2015
Sofiane Boufal,1819,ESP-La Liga,Celta Vigo,0.2554399243140965,0.14947665331915175,0.154379251718789,1920.0,Southampton,0.24128686327077745,2018
Sofiane Feghouli,1516,ESP-La Liga,Valencia,0.14365522745411013,0.20240965289645735,0.21685364291202708,1617.0,West Ham,0.5222437137330754,2015
Sofyan Amrabat,2223,ITA-Serie A,Fiorentina,0.044642857142857144,0.017816472557439865,0.03613007737190596,2324.0,Manchester United,0.0,2022
Sokratis,1718,GER-Bundesliga,Borussia Dortmund,0.07575757575757576,0.044765932570126926,0.00836031066931107,1819.0,Arsenal,0.12283894449499545,2017
Son Heung-Min,1415,GER-Bundesliga,Bayer Leverkusen,0.5075921908893709,0.20835966215248738,0.10675964868928502,1516.0,Tottenham,0.4054054054054054,2014
Stefan Ortega Moreno,2021,GER-Bundesliga,Arminia Bielefeld,0.029411764705882353,0.0,0.007527943974470391,2223.0,Manchester City,0.0,2020
Stefano Okaka,1415,ITA-Serie A,Sampdoria,0.22651006711409397,0.3037773620301308,0.09961952716299652,1617.0,Watford,0.38257173219978746,2014
Stephan Lichtsteiner,1718,ITA-Serie A,Juventus,0.10404624277456648,0.003108698901628824,0.04065025806685404,1819.0,Arsenal,0.0,2017
Steve Mandanda,1516,FRA-Ligue 1,Marseille,0.0,0.0,0.0,1617.0,Crystal Palace,0.0,2015
Steve Mounie,1617,FRA-Ligue 1,Montpellier,0.5389221556886228,0.36851518466286604,0.0913909016824621,1718.0,Huddersfield,0.38918918918918916,2016
Sven Botman,2021,FRA-Ligue 1,Lille,0.0,0.021920754270174106,0.006850995188081094,2223.0,Newcastle United,0.0,2020
Sébastien Haller,1819,GER-Bundesliga,Eintracht Frankfurt,0.9926470588235294,0.4723984111264786,0.30465346425497797,1920.0,West Ham,0.3202846975088968,2018
Taiwo Awoniyi,2021,GER-Bundesliga,Union Berlin,0.4578488372093023,0.4260919239848505,0.0830012709470899,2223.0,Nottingham Forest,0.6942496493688639,2020
Takehiro Tomiyasu,2021,ITA-Serie A,Bologna,0.0661521499448732,0.07560152997896322,0.014232555558327932,2223.0,Arsenal,0.14240506329113925,2020
Tanguy NDombele Alvaro,1819,FRA-Ligue 1,Lyon,0.2674591381872214,0.06401750525144133,0.12447960532919392,1920.0,Tottenham,0.3592814371257485,2018
Thiago Alcántara,1920,GER-Bundesliga,Bayern Munich,0.15228426395939088,0.1311088757126162,0.05568271285386255,2021.0,Liverpool,0.0482573726541555,2019
Thiago Silva,1920,FRA-Ligue 1,Paris Saint Germain,0.0,0.012642043404290532,0.0,2021.0,Chelsea,0.09287925696594426,2019
Thilo Kehrer,2021,FRA-Ligue 1,Paris Saint Germain,0.0,0.0225423665221081,0.03238631633162053,2223.0,West Ham,0.0807899461400359,2020
Thomas Partey,1920,ESP-La Liga,Atletico Madrid,0.10613207547169812,0.06940247762271749,0.03693991222084975,2021.0,Arsenal,0.11665586519766688,2019
Thomas Strakosha,2021,ITA-Serie A,Lazio,0.0,0.0,0.0,2324.0,Brentford,0.0,2020
Tiemoué Bakayoko,1617,FRA-Ligue 1,Monaco,0.12162162162162161,0.07954895345343126,0.04206499480013106,1718.0,Chelsea,0.16997167138810196,2016
Timm Klose,1415,GER-Bundesliga,Wolfsburg,0.09384775808133473,0.02580541161756197,0.005530889444169708,1516.0,Norwich,0.10600706713780919,2014
Timm Klose,1516,GER-Bundesliga,Wolfsburg,0.14218009478672985,0.037361900255931495,0.002726260749225924,1920.0,Norwich,0.0,2015
Timo Werner,1920,GER-Bundesliga,RasenBallsport Leipzig,1.1469026548672567,0.6746094274046147,0.3082609669165274,2021.0,Chelsea,0.48368522072936665,2019
Timo Werner,2223,GER-Bundesliga,RasenBallsport Leipzig,0.549618320610687,0.445334940636886,0.13148644651847943,2324.0,Tottenham,0.5441354292623942,2022
Timothy Castagne,1920,ITA-Serie A,Atalanta,0.1532349602724177,0.10092127228855542,0.1363041392283326,2021.0,Leicester,0.19157088122605362,2019
Tomer Hemed,1415,ESP-La Liga,Almeria,0.46272493573264784,0.3257507089032267,0.09199859818639976,1718.0,Brighton,0.42402826855123676,2014
Trevoh Chalobah,2021,FRA-Ligue 1,Lorient,0.16078606520768202,0.09448310138192652,0.02999762788601303,2223.0,Chelsea,0.0,2020
Tyler Adams,2021,GER-Bundesliga,RasenBallsport Leipzig,0.09719222462203023,0.06735254976230616,0.04312093503427235,2223.0,Leeds,0.0,2020
Uwe Hünemeier,1415,GER-Bundesliga,Paderborn,0.1278409090909091,0.05983707932914099,0.039056938023184724,1718.0,Brighton,0.0,2014
Valentino Lazaro,1819,GER-Bundesliga,Hertha Berlin,0.2952971199416697,0.07128172295016612,0.21792958229114723,1920.0,Newcastle United,0.19780219780219782,2018
Valon Behrami,1415,GER-Bundesliga,Hamburger SV,0.0,0.018423018476125777,0.011344848210405432,1516.0,Watford,0.07009345794392523,2014
Vicente Guaita,1718,ESP-La Liga,Getafe,0.0,0.0,0.004459151715943306,1819.0,Crystal Palace,0.0,2017
Vicente Iborra,1617,ESP-La Liga,Sevilla,0.5578512396694215,0.3417521736138185,0.12238112035830898,1718.0,Leicester,0.1896067415730337,2016
Vinicius Souza,2223,ESP-La Liga,Espanyol,0.07404360345536816,0.03413064152091214,0.017942085330413228,2324.0,Sheffield United,0.033632286995515695,2022
Víctor Camarasa,1718,ESP-La Liga,Real Betis,0.07182761372705507,0.10233163840307631,0.09166428992481633,1819.0,Cardiff,0.3108211818879509,2017
Víctor Ibarbo,1415,ITA-Serie A,Cagliari,0.27607361963190186,0.27398858162248796,0.2696638626783538,1516.0,Watford,0.0,2014
Wahbi Khazri,1415,FRA-Ligue 1,Bordeaux,0.5260960334029228,0.2234161868924761,0.17958979788459917,1516.0,Sunderland,0.24839006439742412,2014
Wahbi Khazri,1516,FRA-Ligue 1,Bordeaux,0.6712243629583593,0.25543828598455737,0.2712565863527001,1617.0,Sunderland,0.1092233009708738,2015
Wataru Endo,2223,GER-Bundesliga,VfB Stuttgart,0.27654489586889724,0.15866291356301931,0.13636375276626844,2324.0,Liverpool,0.05238649592549476,2022
Wesley Fofana,1920,FRA-Ligue 1,Saint-Etienne,0.0741962077493817,0.06123671300481983,0.0026765093898365342,2021.0,Leicester,0.0,2019
Wesley Hoedt,1617,ITA-Serie A,Lazio,0.09574468085106383,0.061005068819058386,0.006984560017256026,1718.0,Southampton,0.03571428571428571,2016
Weston McKennie,2021,ITA-Serie A,Juventus,0.3741092636579572,0.27787105629393155,0.2072159499936514,2223.0,Leeds,0.06206896551724138,2020
William Saliba,2021,FRA-Ligue 1,Nice,0.05,0.03870440078899264,0.00199285503476858,2223.0,Arsenal,0.11166253101736973,2020
Willian José,1920,ESP-La Liga,Real Sociedad,0.5317577548005908,0.5190936055590167,0.0727866417515137,2021.0,Wolverhampton Wanderers,0.08014247551202137,2019
Wilson Odobert,2223,FRA-Ligue 1,Troyes,0.3078677309007982,0.15076316619119867,0.09198938869683236,2324.0,Burnley,0.20930232558139533,2022
Wout Faes,2021,FRA-Ligue 1,Reims,0.031002411298656565,0.04795128944298799,0.0016187971038856123,2223.0,Leicester,0.0967741935483871,2020
Wout Weghorst,2021,GER-Bundesliga,Wolfsburg,0.8530805687203792,0.4886037889696511,0.1653547529900445,2223.0,Manchester United,0.11278195488721804,2020
Xherdan Shaqiri,1415,ITA-Serie A,Inter,0.36535859269282817,0.09677405271260762,0.26699176196800356,1516.0,Stoke,0.3909266409266409,2014
Yasser Larouci,2223,FRA-Ligue 1,Troyes,0.09911894273127754,0.02516860872638383,0.055964767516463475,2324.0,Sheffield United,0.0,2022
Yoane Wissa,2021,FRA-Ligue 1,Lorient,0.46787968808020797,0.31993070162896364,0.11948795737736714,2223.0,Brentford,0.5685407454200885,2020
Yohan Benalouane,1415,ITA-Serie A,Atalanta,0.04111466423024212,0.028018491455834987,0.003176473724400955,1516.0,Leicester,0.0,2014
Yohan Cabaye,1415,FRA-Ligue 1,Paris Saint Germain,0.18652849740932645,0.10024207677943102,0.10247850604355337,1516.0,Crystal Palace,0.19794721407624635,2014
Yoshinori Muto,1718,GER-Bundesliga,Mainz 05,0.47095761381475665,0.2271520642905819,0.08178619821402397,1819.0,Newcastle United,0.17578125,2017
Youri Tielemans,1718,FRA-Ligue 1,Monaco,0.05772931366260423,0.06987234507045201,0.0706565516300122,1819.0,Leicester,0.5737704918032788,2017
Youri Tielemans,1819,FRA-Ligue 1,Monaco,0.32028469750889677,0.0979868373154162,0.10826177437693622,1920.0,Leicester,0.2843102843102843,2018
Yves Bissouma,1718,FRA-Ligue 1,Lille,0.17352185089974295,0.11872481329696957,0.0437334416898633,1819.0,Brighton,0.0,2017
Zack Steffen,1920,GER-Bundesliga,Fortuna Duesseldorf,0.0,0.0,0.0022009118076633002,2021.0,Manchester City,0.0,2019
Zanka,1920,GER-Bundesliga,Fortuna Duesseldorf,0.18404907975460122,0.0,0.013473459913686736,2223.0,Brentford,0.0,2019
Zlatan Ibrahimovic,1516,FRA-Ligue 1,Paris Saint Germain,1.7978848413631021,0.8392147064103923,0.32073730489044294,1617.0,Manchester United,0.813141683778234,2015
Álex Moreno,2021,ESP-La Liga,Real Betis,0.10072747621712368,0.052949569214637816,0.13998977532459161,2223.0,Aston Villa,0.20059435364041606,2020
Álex Moreno,2223,ESP-La Liga,Real Betis,0.2,0.10262445223828157,0.11517178391416866,2324.0,Aston Villa,0.17424975798644723,2022
Álvaro Morata,1617,ESP-La Liga,Real Madrid,1.2895927601809956,0.6460042246006329,0.2604252364638165,1718.0,Chelsea,0.7394876752054133,2016
Álvaro Negredo,1516,ESP-La Liga,Valencia,0.5502183406113538,0.5308376723640156,0.24091401670176912,1617.0,Middlesbrough,0.40470425458318926,2015
Ørjan Nyland,1617,GER-Bundesliga,Ingolstadt,0.0,0.0,0.0,1920.0,Aston Villa,0.0,2016
