Name,Origin_Season,Origin_League,Pre_PL_G_A,Pre_PL_npxG,Pre_PL_xA,Finishing_Overperf,League_Quality_Score,Season_Control,PL_Raw_GA,PL_NP_GA,Pre_PL_Shots_p90,Pre_PL_KeyPasses_p90,Origin_League_Avg_xG_p90,Origin_League_Avg_xA_p90,Origin_League_Avg_Shots_p90,Origin_League_Avg_KP_p90
Aaron Hickey,2021,ITA-Serie A,0.0,0.0045732924272123,0.0054989062132941,-0.0100721986405065,0.9,2020,0.0459652706843718,0.0459652706843718,0.2349869451697128,0.2349869451697128,0.14247660898399242,0.09696492195307051,1.1738422677101643,0.8669021305108874
Abdoulaye Doucouré,1516,FRA-Ligue 1,0.3833865814696485,0.1979144271939231,0.1444921049827965,0.0409800492929288,0.8,2015,0.0667160859896219,0.0667160859896219,1.9169329073482428,1.9169329073482428,0.1162467877906303,0.08239113878817568,1.1188144655972636,0.8171192961600087
Adama Traoré,1920,FRA-Ligue 1,0.4318618042226487,0.1176217235017017,0.1966388579708257,0.1176012227501212,0.8,2019,0.1368821292775665,0.1368821292775665,1.4683301343570059,3.109404990403071,0.12111780511341333,0.08288253026821066,1.168083013704616,0.8623501722222123
Ademola Lookman,1718,GER-Bundesliga,1.243523316062176,0.4473391275640596,0.4369497328147369,0.3592344556833795,1.0,2017,0.3130434782608695,0.3130434782608695,2.0207253886010363,2.6424870466321244,0.13286080357998578,0.09269296803779477,1.2226088901378205,0.8894400372673373
Adrián,1415,ESP-La Liga,0.0470219435736677,0.1031936878677119,0.0388552755012314,-0.0950270197952756,1.0,2014,0.0,0.0,1.4106583072100314,0.6112852664576803,0.12266772239344242,0.083810392042771,1.109812637984015,0.7834857559084347
Alexander Isak,2021,ESP-La Liga,0.6781079949769778,0.5923804424331995,0.0693747529806004,0.0163527995631779,1.0,2020,0.6470588235294118,0.5294117647058824,3.0514859773964003,0.37672666387609877,0.11837934465631214,0.07949886487748277,1.0114392809538189,0.7308285720469622
Alexandre Lacazette,1617,FRA-Ligue 1,1.1548013245033113,0.4974197141289563,0.2480327311921741,0.4093488791821809,0.8,2016,0.7248322147651007,0.6442953020134229,3.1663907284768213,1.8625827814569536,0.11869735333391775,0.08309402362739356,1.1412417079388386,0.828458156011306
Alisson,1718,ITA-Serie A,0.0,0.0,0.0001724435117196,-0.0001724435117196,0.9,2017,0.0,0.0,0.0,0.02702702702702703,0.11716528631159288,0.08054903690488423,1.151982831955754,0.8658703926102816
Allan,1920,ITA-Serie A,0.2097902097902098,0.0399789583406873,0.0732606375863502,0.0965506138631722,0.9,2019,0.0,0.0,0.8391608391608392,1.048951048951049,0.14006362798283753,0.0933927030281109,1.3346376392847148,0.9836501880881074
Allan Saint-Maximin,1819,FRA-Ligue 1,0.2766393442622951,0.1823233118563219,0.2042275587226585,-0.1099115263166853,0.8,2018,0.3322784810126582,0.3322784810126582,2.305327868852459,1.752049180327869,0.1243901930736094,0.08050706381799401,1.1828251365352067,0.83945176246747
Andreas Christensen,1617,GER-Bundesliga,0.0646784045993532,0.0528923836391134,0.0145274613278827,-0.0027414403676429,1.0,2016,0.0,0.0,0.42040962989579594,0.12935680919870643,0.12792494903822196,0.09548182894179166,1.1572051628127962,0.8665434814759735
Andreas Pereira,2021,ITA-Serie A,0.5443548387096774,0.1392379782778481,0.2390841800426584,0.1660326803891708,0.9,2020,0.325497287522604,0.2929475587703435,2.5403225806451615,2.3588709677419355,0.14247660898399242,0.09696492195307051,1.1738422677101643,0.8669021305108874
André Ayew,1415,FRA-Ligue 1,0.4511278195488721,0.3606001557992365,0.1201229461965928,-0.0295952824469571,0.8,2014,0.4246713852376137,0.4246713852376137,1.9548872180451127,0.8270676691729323,0.11263332617924589,0.07415190993983715,1.079115209499508,0.7521590630429674
André Gomes,1718,ESP-La Liga,0.0,0.107295916548797,0.0232983151716845,-0.1305942317204816,1.0,2017,0.0899550224887556,0.0899550224887556,1.0,0.42857142857142855,0.12332007499011235,0.09088967724842442,1.099915025068942,0.8134904087137277
André Onana,2223,ITA-Serie A,0.0,0.0,0.0040817488916218,-0.0040817488916218,0.9,2022,0.0,0.0,0.0,0.125,0.1284096390494249,0.09071888897915764,1.2476647081505758,0.8966142953968871
André Schürrle,1718,GER-Bundesliga,0.3643724696356275,0.2077613288031416,0.2545364505426604,-0.0979253097101744,1.0,2017,0.3233532934131736,0.3233532934131736,2.6234817813765186,1.3117408906882593,0.13286080357998578,0.09269296803779477,1.2226088901378205,0.8894400372673373
Angelo Ogbonna,1415,ITA-Serie A,0.0,0.0478525726269564,0.0060655109081374,-0.0539180835350938,0.9,2014,0.0,0.0,0.5663615560640732,0.20594965675057209,0.12315198221923442,0.08455125186280919,1.2475606469571767,0.9252732097297275
Anthony Martial,1415,FRA-Ligue 1,0.593732820230896,0.461355177055862,0.1185237463520672,0.0138538968229666,0.8,2014,0.5129179331306991,0.5129179331306991,2.5233644859813085,0.593732820230896,0.11263332617924589,0.07415190993983715,1.079115209499508,0.7521590630429674
Antonio Barragán,1516,ESP-La Liga,0.0,0.0,0.0185616571559053,-0.0185616571559053,1.0,2015,0.0,0.0,0.0,0.37815126050420167,0.12593999927826008,0.09407751956217439,1.09916863848029,0.8087244986184323
Antonio Rüdiger,1617,ITA-Serie A,0.0815586769370185,0.0295524977275862,0.0376924524977499,0.0143137267116823,0.9,2016,0.1155327342747111,0.1155327342747111,0.4077933846850929,0.4893520616221115,0.12424289286205857,0.08514082416392892,1.2080415320839255,0.8913781504199302
Anwar El Ghazi,1718,FRA-Ligue 1,0.4390243902439024,0.2349208873730698,0.1689453250331032,0.0351581778377294,0.8,2017,0.345821325648415,0.3025936599423631,3.347560975609756,1.3719512195121952,0.12230306888390616,0.0814024069134665,1.1736163730436393,0.8396652293432905
Ashley Young,2021,ITA-Serie A,0.313588850174216,0.0956770695343561,0.1340827959547474,0.0838289846851123,0.9,2020,0.0440313111545988,0.0440313111545988,0.9407665505226481,1.818815331010453,0.14247660898399242,0.09696492195307051,1.1738422677101643,0.8669021305108874
Axel Disasi,2223,FRA-Ligue 1,0.1622108741363773,0.0715749435765754,0.0295498690207858,0.0610860615390159,0.8,2022,0.0696055684454756,0.0696055684454756,0.7569840793030941,0.24331631120456595,0.13535208715905508,0.09470209454725483,1.139376874087895,0.8425136237516067
Aymeric Laporte,1718,ESP-La Liga,0.0526315789473684,0.0319142367102597,0.0546174261130784,-0.0339000838759698,1.0,2017,0.176528277214776,0.176528277214776,0.42105263157894735,0.42105263157894735,0.12332007499011235,0.09088967724842442,1.099915025068942,0.8134904087137277
Bernardo,1718,GER-Bundesliga,0.1334321719792439,0.028463183778626,0.0437008171688193,0.0612681710317985,1.0,2017,0.0517241379310344,0.0517241379310344,0.8005930318754633,0.40029651593773163,0.13286080357998578,0.09269296803779477,1.2226088901378205,0.8894400372673373
Bernardo Silva,1617,FRA-Ligue 1,0.5408271474019088,0.1815796381184556,0.2356895120381866,0.1235579972452665,0.8,2016,0.6,0.6,1.9088016967126193,1.9088016967126193,0.11869735333391775,0.08309402362739356,1.1412417079388386,0.828458156011306
Bernd Leno,1718,GER-Bundesliga,0.0,0.0,0.0048451968892054,-0.0048451968892054,1.0,2017,0.0,0.0,0.0,0.09090909090909091,0.13286080357998578,0.09269296803779477,1.2226088901378205,0.8894400372673373
Bertrand Traoré,1920,FRA-Ligue 1,0.2875399361022364,0.2646540024112493,0.2189494613944865,-0.1960635277034994,0.8,2019,0.4953429297205758,0.4953429297205758,2.587859424920128,1.7971246006389776,0.12111780511341333,0.08288253026821066,1.168083013704616,0.8623501722222123
Beto,2223,ITA-Serie A,0.4645706241201314,0.4263090306009305,0.1221780004115283,-0.0839164068923274,0.9,2022,0.3006681514476614,0.3006681514476614,2.576255279211638,0.9713749413420929,0.1284096390494249,0.09071888897915764,1.2476647081505758,0.8966142953968871
Boubacar Kamara,2021,FRA-Ligue 1,0.0617072334590332,0.0203002944466059,0.0544625112226882,-0.0130555722102609,0.8,2020,0.0502793296089385,0.0502793296089385,0.5862187178608159,0.8021940349674322,0.12757076828999744,0.08555579955798066,1.1198783899592826,0.8015829200736356
Boubakary Soumare,2021,FRA-Ligue 1,0.0470465237846314,0.0065034286299661,0.0292924690604116,0.0112506260942537,0.8,2020,0.0,0.0,0.3763721902770517,0.6116048092002091,0.12757076828999744,0.08555579955798066,1.1198783899592826,0.8015829200736356
Bruno,1617,ESP-La Liga,0.2111260053619302,0.057468082444947,0.0487187819745161,0.104939140942467,1.0,2016,0.0,0.0,0.5428954423592492,0.6936997319034852,0.11922709998595336,0.07874500423417105,1.1181375548225625,0.8041952895544978
Bruno Guimarães,2021,FRA-Ligue 1,0.2045454545454545,0.0910433798192322,0.1006955397950316,0.0128065349311906,0.8,2020,0.2932657494569152,0.2932657494569152,1.3806818181818181,0.9204545454545454,0.12757076828999744,0.08555579955798066,1.1198783899592826,0.8015829200736356
Callum Hudson-Odoi,2223,GER-Bundesliga,0.1475409836065573,0.0239234606689605,0.0918104470264716,0.0318070759111252,1.0,2022,0.4392624728850325,0.4392624728850325,0.5901639344262295,1.7704918032786885,0.1438281133071904,0.09941712680693564,1.1976565245214317,0.852762679303867
Carlos Baleba,2223,FRA-Ligue 1,0.0,0.0780741077159409,0.010067810749878,-0.088141918465819,0.8,2022,0.0,0.0,2.347826086956522,0.391304347826087,0.13535208715905508,0.09470209454725483,1.139376874087895,0.8425136237516067
Casemiro,2021,ESP-La Liga,0.31013094417643,0.207480535737215,0.0901175419165195,0.0125328665226954,1.0,2020,0.2961918194640338,0.2961918194640338,1.4266023432115782,0.7753273604410751,0.11837934465631214,0.07949886487748277,1.0114392809538189,0.7308285720469622
Cheick Oumar Doucoure,2021,FRA-Ligue 1,0.1021566401816118,0.0373537691307933,0.0389416579254369,0.0258612131253815,0.8,2020,0.095575221238938,0.095575221238938,1.191827468785471,0.8853575482406356,0.12757076828999744,0.08555579955798066,1.1198783899592826,0.8015829200736356
Chicharito,1617,GER-Bundesliga,0.695364238410596,0.5094624242887197,0.1317383344932798,0.0541634796285964,1.0,2016,0.4724409448818897,0.4724409448818897,2.5827814569536423,1.0927152317880795,0.12792494903822196,0.09548182894179166,1.1572051628127962,0.8665434814759735
Christian Eriksen,2021,ITA-Serie A,0.1927194860813704,0.0758693515815686,0.1534401918751461,-0.0365900573753442,0.9,2020,0.3868194842406877,0.3868194842406877,1.8629550321199144,1.9271948608137046,0.14247660898399242,0.09696492195307051,1.1738422677101643,0.8669021305108874
Christian Fuchs,1415,GER-Bundesliga,0.3152364273204903,0.041578281638188,0.206179112691804,0.0674790329904982,1.0,2014,0.1330376940133037,0.1330376940133037,0.8406304728546409,1.7338003502626969,0.12585429814326204,0.0891297410870744,1.2260459954240324,0.8856488696883693
Christian Pulisic,1819,GER-Bundesliga,0.7860262008733625,0.5067699839763636,0.2917137901058754,-0.0124575732088765,1.0,2018,0.6731875719217492,0.6731875719217492,2.6528384279475983,2.0633187772925767,0.14758824081155159,0.10392209175493067,1.2724372874068033,0.9190828295368096
Claudio Bravo,1516,ESP-La Liga,0.0,0.0,0.0,0.0,1.0,2015,0.0,0.0,0.0,0.0,0.12593999927826008,0.09407751956217439,1.09916863848029,0.8087244986184323
Clement Lenglet,2021,ESP-La Liga,0.0363342753330641,0.0873488712293345,0.0288695001769412,-0.0798840960732115,1.0,2020,0.0882785679254536,0.0882785679254536,0.3996770286637061,0.3270084779975777,0.11837934465631214,0.07949886487748277,1.0114392809538189,0.7308285720469622
Cristhian Stuani,1415,ESP-La Liga,0.621046578493387,0.4410613286124179,0.0440597145369918,0.1359255353439772,1.0,2014,0.2629656683710737,0.2629656683710737,2.3289246693502013,0.4140310523289247,0.12266772239344242,0.083810392042771,1.109812637984015,0.7834857559084347
Cristian Romero,2021,ITA-Serie A,0.1410658307210031,0.0478899087844457,0.0297516194350293,0.063424302501528,0.9,2020,0.0380228136882129,0.0380228136882129,0.493730407523511,0.31739811912225707,0.14247660898399242,0.09696492195307051,1.1738422677101643,0.8669021305108874
Dango Ouattara,2223,FRA-Ligue 1,0.6346153846153847,0.3460673041856633,0.2293853392251409,0.0591627412045804,0.8,2022,0.2249999999999999,0.2249999999999999,2.9423076923076925,1.326923076923077,0.13535208715905508,0.09470209454725483,1.139376874087895,0.8425136237516067
Dani Ceballos,1819,ESP-La Liga,0.216867469879518,0.1617316750428044,0.0906908540391778,-0.0355550592024641,1.0,2018,0.1045296167247386,0.1045296167247386,1.5903614457831325,1.7349397590361446,0.12773521229726004,0.08721335091482774,1.1269658990737732,0.8146893534642401
Danilo,1617,ITA-Serie A,0.0842696629213483,0.0324473487412075,0.0072828931943251,0.0445394209858155,0.9,2016,0.3363228699551569,0.3363228699551569,0.42134831460674155,0.14044943820224717,0.12424289286205857,0.08514082416392892,1.2080415320839255,0.8913781504199302
Danilo,2223,ITA-Serie A,0.1701323251417769,0.0706422574807571,0.0816694496812154,0.0178206179798043,0.9,2022,0.2001111728738188,0.2001111728738188,0.9073724007561437,0.5387523629489603,0.1284096390494249,0.09071888897915764,1.2476647081505758,0.8966142953968871
David Luiz,1516,FRA-Ligue 1,0.1294343240651965,0.0606319331675625,0.0752680130795801,-0.0064656221819461,0.8,2015,0.0304156809733017,0.0304156809733017,0.6471716203259827,0.3883029721955897,0.1162467877906303,0.08239113878817568,1.1188144655972636,0.8171192961600087
Davide Zappacosta,1617,ITA-Serie A,0.2316602316602316,0.0328729846460823,0.1962230182666346,0.0025642287475146,0.9,2016,0.1648351648351648,0.1648351648351648,1.0810810810810811,1.5830115830115832,0.12424289286205857,0.08514082416392892,1.2080415320839255,0.8913781504199302
Dejan Kulusevski,2021,ITA-Serie A,0.3286384976525821,0.1565449450497336,0.297368425228786,-0.1252748726259375,0.9,2020,0.3820754716981132,0.3820754716981132,1.596244131455399,2.44131455399061,0.14247660898399242,0.09696492195307051,1.1738422677101643,0.8669021305108874
Dennis Praet,1819,ITA-Serie A,0.1549053356282272,0.0713156941547194,0.136833129896303,-0.0532434884227953,0.9,2018,0.2402135231316726,0.2402135231316726,1.0533562822719449,1.1462994836488811,0.12906681791037322,0.08992179040242622,1.2823143106269654,0.9660452219438341
Didier Ndong,1516,FRA-Ligue 1,0.0883507853403141,0.0471167700762582,0.0309490445874514,0.0102849706766044,0.8,2015,0.0357284636760619,0.0357284636760619,0.9718586387434555,0.4712041884816754,0.1162467877906303,0.08239113878817568,1.1188144655972636,0.8171192961600087
Dimitri Payet,1415,FRA-Ligue 1,0.6736088512853888,0.1195302679213451,0.386140579269854,0.1679380040941896,0.8,2014,0.733695652173913,0.733695652173913,1.962251871135698,3.7780670354702246,0.11263332617924589,0.07415190993983715,1.079115209499508,0.7521590630429674
Diogo Dalot,2021,ITA-Serie A,0.1682242990654205,0.0429385368860213,0.0805624581908232,0.0447233039885759,0.9,2020,0.1247689463955637,0.1247689463955637,0.8411214953271028,0.7570093457943925,0.14247660898399242,0.09696492195307051,1.1738422677101643,0.8669021305108874
Divock Origi,2223,ITA-Serie A,0.2752293577981651,0.3267334138444804,0.0939440853688695,-0.1454481414151847,0.9,2022,0.1615798922800718,0.1615798922800718,2.6605504587155964,1.0091743119266054,0.1284096390494249,0.09071888897915764,1.2476647081505758,0.8966142953968871
Djibril Sidibe,1819,FRA-Ligue 1,0.0872093023255814,0.0421060065922955,0.1523763454264723,-0.1072730496931864,0.8,2018,0.1993355481727574,0.1993355481727574,0.7848837209302325,1.3517441860465116,0.1243901930736094,0.08050706381799401,1.1828251365352067,0.83945176246747
Dominik Szoboszlai,2223,GER-Bundesliga,0.4754164973587972,0.1618431266041511,0.339258728584457,-0.0256853578298109,1.0,2022,0.2107728337236534,0.2107728337236534,2.230800487606664,2.6330759853718,0.1438281133071904,0.09941712680693564,1.1976565245214317,0.852762679303867
Douglas Luiz,1819,ESP-La Liga,0.0,0.0628642110210476,0.0360594906025763,-0.098923701623624,1.0,2018,0.1729438893159108,0.1729438893159108,0.9696969696969697,0.6060606060606061,0.12773521229726004,0.08721335091482774,1.1269658990737732,0.8146893534642401
Edinson Cavani,1920,FRA-Ligue 1,0.7588532883642496,1.3013247220853932,0.1658817434692865,-0.7083531771904301,0.8,2019,0.8634686346863468,0.8634686346863468,4.249578414839798,1.5177065767284992,0.12111780511341333,0.08288253026821066,1.168083013704616,0.8623501722222123
Edouard Mendy,1920,FRA-Ligue 1,0.0,0.0,0.0,0.0,0.8,2019,0.0,0.0,0.0,0.0,0.12111780511341333,0.08288253026821066,1.168083013704616,0.8623501722222123
Emerson,2021,ESP-La Liga,0.1501000667111407,0.0419664479639279,0.0956259799494921,0.0125076387977206,1.0,2020,0.1557991921523369,0.1557991921523369,0.33022014676450967,0.9906604402935291,0.11837934465631214,0.07949886487748277,1.0114392809538189,0.7308285720469622
Emiliano Buendía,1516,ESP-La Liga,0.1232876712328767,0.1282725869996907,0.0309126582251836,-0.0358975739919976,1.0,2015,0.2924451665312754,0.2924451665312754,1.6027397260273974,0.6164383561643836,0.12593999927826008,0.09407751956217439,1.09916863848029,0.8087244986184323
Eric Bailly,1516,ESP-La Liga,0.0,0.0099889664167603,0.025558611731508,-0.0355475781482684,1.0,2015,0.0,0.0,0.17742730409068508,0.08871365204534254,0.12593999927826008,0.09407751956217439,1.09916863848029,0.8087244986184323
Eric Maxim Choupo-Moting,1617,GER-Bundesliga,0.3730017761989343,0.2386980924629614,0.1932582162572054,-0.0589545325212326,1.0,2016,0.3987594151528577,0.3987594151528577,2.5577264653641207,1.705150976909414,0.12792494903822196,0.09548182894179166,1.1572051628127962,0.8665434814759735
Erik Durm,1617,GER-Bundesliga,0.1848049281314168,0.0656749390819142,0.1680057685730454,-0.0488757795235428,1.0,2016,0.0439238653001464,0.0439238653001464,0.8316221765913757,1.4784394250513346,0.12792494903822196,0.09548182894179166,1.1572051628127962,0.8665434814759735
Erik Pieters,1819,FRA-Ligue 1,0.1427438540840602,0.0692427667001119,0.0420465085265491,0.0314545788573991,0.8,2018,0.1914893617021276,0.1914893617021276,0.8564631245043616,0.8564631245043616,0.1243901930736094,0.08050706381799401,1.1828251365352067,0.83945176246747
Erling Haaland,2021,GER-Bundesliga,1.229304635761589,0.7661685391039347,0.1503271031014572,0.3128089935561975,1.0,2020,1.4127720299678914,1.188012843382091,3.4271523178807946,1.005794701986755,0.13752107015121345,0.09596904295339548,1.1703065647184547,0.8602900536607867
Estupiñán,2021,ESP-La Liga,0.0,0.0372979903217253,0.1419018822781101,-0.1791998725998355,1.0,2020,0.199482822312523,0.199482822312523,0.7805724197745013,1.326973113616652,0.11837934465631214,0.07949886487748277,1.0114392809538189,0.7308285720469622
Ezequiel Schelotto,1415,ITA-Serie A,0.0,0.1069151654609301,0.080002715099561,-0.1869178805604912,0.9,2014,0.0,0.0,1.2219101123595506,1.1797752808988764,0.12315198221923442,0.08455125186280919,1.2475606469571767,0.9252732097297275
Fabian Schär,1718,ESP-La Liga,0.1620891490319675,0.130029272880172,0.0296369395925353,0.0024229365592601,1.0,2017,0.2242152466367712,0.2242152466367712,0.7294011706438541,0.28365601080594327,0.12332007499011235,0.09088967724842442,1.099915025068942,0.8134904087137277
Fabinho,1718,FRA-Ligue 1,0.2941176470588235,0.0626561256563838,0.1250736195703639,0.1063879018320757,0.8,2017,0.1345962113659023,0.1345962113659023,0.7352941176470589,1.0588235294117647,0.12230306888390616,0.0814024069134665,1.1736163730436393,0.8396652293432905
Felipe Anderson,1718,ITA-Serie A,0.8691834942932397,0.2173976382670746,0.3466744292805444,0.3051114267456207,0.9,2017,0.3807354376830458,0.3807354376830458,2.054433713784021,3.0026338893766464,0.11716528631159288,0.08054903690488423,1.151982831955754,0.8658703926102816
Ferrán Torres,1920,ESP-La Liga,0.3558875219683656,0.159044611003407,0.2001755478217386,-0.00333263685678,1.0,2019,0.6206896551724138,0.6206896551724138,1.304920913884007,0.9490333919156415,0.12001657435742667,0.08010820708493388,1.069561977013158,0.7561656384672363
Florent Hadergjonaj,1617,GER-Bundesliga,0.1214028776978417,0.0114908351030254,0.0741074011508683,0.0358046414439479,1.0,2016,0.053731343283582,0.053731343283582,0.40467625899280574,0.8902877697841727,0.12792494903822196,0.09548182894179166,1.1572051628127962,0.8665434814759735
Florian Lejeune,1617,ESP-La Liga,0.0606264735601212,0.0774413021061784,0.017167044149159,-0.0339818726952161,1.0,2016,0.0855920114122681,0.0855920114122681,0.8487706298416976,0.2121926574604244,0.11922709998595336,0.07874500423417105,1.1181375548225625,0.8041952895544978
Florin Andone,1718,ESP-La Liga,0.4972375690607734,0.5808421346816897,0.0569007349154237,-0.14050530053634,1.0,2017,0.313588850174216,0.313588850174216,3.0939226519337013,0.49723756906077343,0.12332007499011235,0.09088967724842442,1.099915025068942,0.8134904087137277
Franck Zambo,1718,FRA-Ligue 1,0.0,0.0425312210092173,0.1271776294204594,-0.1697088504296767,0.8,2017,0.0,0.0,1.2597776862906547,1.037463976945245,0.12230306888390616,0.0814024069134665,1.1736163730436393,0.8396652293432905
Franck Zambo,1920,ESP-La Liga,0.069713400464756,0.1026948017885549,0.0214686457898776,-0.0544500471136765,1.0,2019,0.104570100697134,0.104570100697134,1.04570100697134,0.592563903950426,0.12001657435742667,0.08010820708493388,1.069561977013158,0.7561656384672363
Frederic Guilbert,1819,FRA-Ligue 1,0.0924657534246575,0.0091685435498669,0.0875338122331575,-0.0042366023583669,0.8,2018,0.0880195599022004,0.0880195599022004,0.339041095890411,0.7397260273972603,0.1243901930736094,0.08050706381799401,1.1828251365352067,0.83945176246747
Gabriel,1415,ESP-La Liga,0.0,0.0295618750148017,0.0282181026419832,-0.0577799776567849,1.0,2014,0.0511073253833049,0.0511073253833049,0.7280647168637213,0.16801493466085876,0.12266772239344242,0.083810392042771,1.109812637984015,0.7834857559084347
Gabriel,1920,ITA-Serie A,0.0,0.0,0.0,0.0,0.9,2019,0.0902708124373119,0.0902708124373119,0.0,0.0,0.14006362798283753,0.0933927030281109,1.3346376392847148,0.9836501880881074
Gabriel,2021,ESP-La Liga,0.1656848306332842,0.0310284242861038,0.0201478023911841,0.1145086039559962,1.0,2020,0.07903981264637,0.07903981264637,0.49705449189985274,0.1988217967599411,0.11837934465631214,0.07949886487748277,1.0114392809538189,0.7308285720469622
Gabriel,2223,ESP-La Liga,0.059681697612732,0.0718251828212953,0.0186982079698093,-0.0308416931783725,1.0,2022,0.0885245901639344,0.0885245901639344,0.8355437665782492,0.29840848806366044,0.1342348605964645,0.09165752809710537,1.1794918770542455,0.8330488230496258
Gareth Bale,1920,ESP-La Liga,0.3275705186533212,0.3317250944572324,0.1281463391943288,-0.13230091499824,1.0,2019,1.2871287128712872,1.2871287128712872,2.7843494085532305,0.9827115559599636,0.12001657435742667,0.08010820708493388,1.069561977013158,0.7561656384672363
